episode,step_count,train_reward,train_throughput,train_drop_rate,train_jamming_failure_rate,train_fairness,epsilon,device,network_type,reward_processing_mode,reward_processing_scale,replay_size,avg_loss,avg_q,mode_usage_harvest,mode_usage_backscatter,mode_usage_active,invalid_action_rate,backscatter_success_rate,active_success_rate
464,200,-2054.799543722602,0.0,0.6382636655948553,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05189032204449177,3.6416112065315245,35.0,1.0,0.0,0.0025,0.0,0.0
465,200,-1818.5298223758539,86.0,0.5670781893004115,0.21951219512195122,0.28633372048006195,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.058896592212840916,3.738622634410858,104.0,56.0,30.0,0.0525,0.7183098591549296,0.7
466,200,-2031.838801314693,7.0,0.6260229132569558,0.6666666666666666,0.11264367816091927,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06871683575212956,3.9544053888320922,62.0,13.0,5.0,0.0175,0.1875,0.4
467,200,-1957.3700791375472,18.0,0.6063919259882254,0.7105263157894737,0.1894736842105262,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05690704974345863,3.931409428119659,59.0,32.0,10.0,0.0125,0.13333333333333333,0.875
468,200,-1939.1210972608626,33.0,0.6011560693641619,0.5121951219512195,0.2987654320987654,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05393887910991907,3.906435958147049,43.0,32.0,14.0,0.0125,0.6052631578947368,0.43478260869565216
469,200,-2012.14802537628,14.0,0.6146179401993356,0.7575757575757576,0.08949771689497713,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.053437507478520274,3.892814133167267,62.0,28.0,7.0,0.04,0.358974358974359,0.0
470,200,-2100.0731475586304,29.0,0.6148148148148148,0.7555555555555555,0.14266327396098386,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0516611328907311,3.8882733368873597,32.0,84.0,6.0,0.0025,0.2283464566929134,0.0
471,200,-2054.5370266230852,4.0,0.6222961730449251,0.9534883720930233,0.13333333333333222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06854277793318034,4.142882913351059,64.0,50.0,8.0,0.0375,0.0425531914893617,0.14285714285714285
472,200,-2023.0606687587078,5.0,0.6242774566473989,0.875,0.18518518518518381,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06102947395294905,4.124070676565171,37.0,18.0,6.0,0.0125,0.08571428571428572,0.16666666666666666
473,200,-1971.8614137802856,2.0,0.6227045075125208,0.6666666666666666,0.06666666666666556,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05763110592961311,4.139340187311173,17.0,3.0,0.0,0.0025,0.4,0.0
474,200,-2095.1133721497245,10.0,0.6337579617834395,0.7777777777777778,0.06666666666666662,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.055739404167979956,4.0922109985351565,12.0,22.0,5.0,0.0025,0.2702702702702703,0.0
475,200,-1949.6488308122084,22.0,0.609271523178808,0.36363636363636365,0.27816091954022976,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06100109761580825,4.140108889341354,37.0,22.0,2.0,0.0075,0.6428571428571429,1.0
476,200,-1968.1824348230823,16.0,0.6142384105960265,0.14285714285714285,0.1497076023391812,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0691895604878664,4.358461731672287,50.0,12.0,2.0,0.0,0.9375,0.3333333333333333
477,200,-1901.4545811796804,9.0,0.6093617021276596,0.45454545454545453,0.13170731707317052,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06372598541900515,4.391241083145141,66.0,8.0,3.0,0.0,0.5833333333333334,0.4
478,200,-2141.9528635638185,15.0,0.6318289786223278,0.7758620689655172,0.25423728813559293,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06173677497543394,4.423825136423111,60.0,54.0,4.0,0.0,0.2037037037037037,0.5
479,200,-2089.226122077513,1.0,0.6345218800648298,0.75,0.06666666666666222,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05915629994124174,4.355669734477996,104.0,5.0,0.0,0.0075,0.25,0.0
480,200,-1864.0965461034937,0.0,0.6056091148115688,0.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06180345219559968,4.404484912157058,51.0,0.0,0.0,0.0025,0.0,0.0
481,200,-1788.396624399036,61.0,0.5556521739130434,0.582089552238806,0.21741162722757815,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07224497084505856,4.6659424376487735,55.0,126.0,9.0,0.015,0.4296875,0.4
482,200,-2029.1445413417105,4.0,0.6197654941373534,0.9230769230769231,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.05931456990540027,4.661994550228119,53.0,54.0,1.0,0.0125,0.05714285714285714,0.0
483,200,-2076.641783693549,4.0,0.6072664359861591,0.9259259259259259,0.06666666666666639,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06395378842949867,4.67782826423645,1.0,54.0,0.0,0.0,0.07407407407407407,0.0
484,200,-1872.7443770559373,14.0,0.6006884681583476,0.2222222222222222,0.06666666666666665,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06454150633886456,4.664065929651261,21.0,7.0,2.0,0.0075,1.0,0.0
485,200,-1968.537892249556,14.0,0.6149377593360996,0.21428571428571427,0.1306666666666666,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06307163964957,4.683486003875732,87.0,11.0,3.0,0.005,1.0,0.0
486,200,-2023.5099306974835,18.0,0.6176470588235294,0.45454545454545453,0.16119402985074618,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.08222506800666451,5.124870405197144,27.0,26.0,7.0,0.0,0.6666666666666666,0.0
487,200,-1917.3630459492765,61.0,0.5815307820299501,0.6097560975609756,0.3136114622840286,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07508904314599932,5.122301688194275,29.0,116.0,8.0,0.0075,0.3227848101265823,0.625
488,200,-1965.6063048305264,15.0,0.6102263202011735,0.5,0.13274336283185834,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06484086369164288,5.127186446189881,54.0,13.0,3.0,0.01,0.4782608695652174,0.6666666666666666
489,200,-2127.2044283544883,3.0,0.6277732128184059,0.625,0.11999999999999841,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06929094009101391,5.065987733602523,155.0,8.0,5.0,0.0175,0.25,0.25
490,200,-1895.2699031730838,21.0,0.6001697792869269,0.14285714285714285,0.15721925133689835,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06595620742067694,5.033222188949585,32.0,10.0,4.0,0.0,0.8235294117647058,1.0
491,200,-2072.482065872752,0.0,0.6376811594202898,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0847174091078341,5.57014901638031,121.0,0.0,4.0,0.0075,0.0,0.0
492,200,-1785.6455083391822,59.0,0.5686440677966101,0.25396825396825395,0.5191648023862788,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07541394864208996,5.5734119439125065,112.0,36.0,29.0,0.01,0.7352941176470589,0.68
493,200,-1968.7994245592736,24.0,0.6127450980392157,0.043478260869565216,0.1699115044247787,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.06778908098116516,5.5345822834968565,41.0,23.0,0.0,0.0,0.9230769230769231,0.0
494,200,-2115.047323232062,6.0,0.6334405144694534,0.9166666666666666,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07072605921886861,5.597854835987091,45.0,25.0,12.0,0.005,0.05714285714285714,0.2
495,200,-1971.8708940110268,0.0,0.6170212765957447,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07198943607509137,5.569175424575806,69.0,1.0,2.0,0.02,0.0,0.0
496,200,-1929.4475250555554,23.0,0.6058333333333333,0.3076923076923077,0.28672086720867196,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.09595896720886231,5.983100476264954,51.0,23.0,4.0,0.0025,0.6923076923076923,0.7142857142857143
497,200,-2514.232158946295,0.0,0.6344435418359058,1.0,1.0,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07790656907483935,5.922418677806855,11.0,7.0,0.0,0.0,0.0,0.0
498,200,-2064.026241756777,15.0,0.6211129296235679,0.8153846153846154,0.176470588235294,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07443225977942347,5.922680809497833,235.0,51.0,16.0,0.035,0.25,0.07142857142857142
499,200,-2033.2067971412628,6.0,0.6225165562913907,0.5,0.1199999999999996,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.07869559211656452,5.885750122070313,76.0,10.0,2.0,0.0175,0.5,0.5
500,200,-1933.777503602632,39.0,0.589765100671141,0.711340206185567,0.33245901639344255,0.050000000000000044,cuda,dueling,scale,100.0,100000,0.0705507914442569,5.876952879428863,62.0,70.0,30.0,0.0275,0.30434782608695654,0.3
